config.base_keys,config.base_ts_ms,config.checkpoint_events,config.clock_skew_ms,config.commit_coarsening,config.config_hash,config.dup_rate,config.enforcement_mode,config.format,config.insert_rate,config.keep_tables,config.key_columns,config.keys_sampled,config.max_events,config.ooo_rate,config.ooo_window,config.op_mix,config.payload_columns,config.precombine_field,config.scale_factor,config.schema_change_freq,config.seed,config.ts_step_ms,config.version_column,config.versions_per_key_mean,correctness.checker_oracle_mismatch,correctness.n_agree,correctness.n_checker_abstain,correctness.n_correctly_absent,correctness.n_delete_tail_blind,correctness.n_duplicate,correctness.n_ghost,correctness.n_keys,correctness.n_match,correctness.n_missing_current,correctness.n_stale_wins,correctness.n_violations,correctness.violation_rate,cost.apply_time_s,cost.bytes_data,cost.bytes_delete,cost.bytes_total,cost.commit_count,cost.compact_time_s,cost.data_files,cost.delete_files,cost.events,cost.events_per_s,cost.gen_time_s,cost.mb_per_s,cost.peak_rss_mb,cost.readback_time_s,error,status
4000,1700000000000,50000,400,6,e249373ef99c,0.05,unsafe,iceberg,0.05,False,"[""id""]",1.0,5000000,0.05,4,"[0.8, 0.15, 0.05]","[""val""]",ts_ms,1,0.2,101,1,lsn,4,False,3541,0,50,162,2700,609,4200,887,0,4,3313,0.7888095238095238,11.24,163368,10109,173477,6,0.0,6,5,30037,2672.3,4.954,0.015,60.9,1.195,,ok
4000,1700000000000,50000,400,6,9cdbc7993c96,0.05,safe,iceberg,0.05,False,"[""id""]",1.0,5000000,0.05,4,"[0.8, 0.15, 0.05]","[""val""]",lsn,1,0.2,101,1,lsn,4,False,3541,0,659,0,0,0,4200,4200,0,0,0,0.0,12.869,195821,42803,238624,29,0.0,29,28,44002,3419.2,4.999,0.019,56.9,1.359,,ok
4000,1700000000000,50000,400,6,d109ee4f946c,0.05,safe_compact,iceberg,0.05,False,"[""id""]",1.0,5000000,0.05,4,"[0.8, 0.15, 0.05]","[""val""]",lsn,1,0.2,101,1,lsn,4,False,3541,0,659,0,0,0,4200,4200,0,0,0,0.0,12.891,29117,459,29576,30,1.973,1,1,44002,3413.4,4.758,0.002,55.0,0.202,,ok
4000,1700000000000,50000,400,6,f4344449d88e,0.05,unsafe,hudi,0.05,False,"[""id""]",1.0,5000000,0.05,4,"[0.8, 0.15, 0.05]","[""val""]",ts_ms,1,0.2,101,1,lsn,4,False,3541,0,659,0,0,0,4200,4056,0,144,144,0.03428571428571429,6.402,503276,7303,510579,2,0.0,1,2,24426,3815.4,4.736,0.08,58.2,0.308,,ok
4000,1700000000000,50000,400,6,202cddbaee9b,0.05,safe,hudi,0.05,False,"[""id""]",1.0,5000000,0.05,4,"[0.8, 0.15, 0.05]","[""val""]",lsn,1,0.2,101,1,lsn,4,False,3541,0,659,0,0,0,4200,4200,0,0,0,0.0,5.324,503288,7303,510591,2,0.0,1,2,24426,4587.9,4.591,0.096,60.4,0.327,,ok
4000,1700000000000,50000,400,6,e585d240d4fe,0.05,safe_compact,hudi,0.05,False,"[""id""]",1.0,5000000,0.05,4,"[0.8, 0.15, 0.05]","[""val""]",lsn,1,0.2,101,1,lsn,4,False,3541,0,659,0,0,0,4200,4200,0,0,0,0.0,7.736,996051,7303,1003354,3,0.0,2,2,24426,3157.4,4.557,0.13,60.3,0.282,,ok
4000,1700000000000,50000,400,6,e081b6533224,0.05,unsafe,delta,0.05,False,"[""id""]",1.0,5000000,0.05,4,"[0.8, 0.15, 0.05]","[""val""]",ts_ms,1,0.2,101,1,lsn,4,False,0,0,0,0,0,0,4200,4041,44,96,159,0.03785714285714286,89.022,367123,0,367123,53,0.0,50,0,25448,285.9,4.762,0.004,36.6,1.23,,ok
4000,1700000000000,50000,400,6,d7a705298786,0.05,safe,delta,0.05,False,"[""id""]",1.0,5000000,0.05,4,"[0.8, 0.15, 0.05]","[""val""]",lsn,1,0.2,101,1,lsn,4,False,0,0,0,0,0,0,4200,4200,0,0,0,0.0,89.896,418638,0,418638,53,0.0,51,0,24426,271.7,4.82,0.005,36.4,1.077,,ok
4000,1700000000000,50000,400,6,078efeb18d12,0.05,safe_compact,delta,0.05,False,"[""id""]",1.0,5000000,0.05,4,"[0.8, 0.15, 0.05]","[""val""]",lsn,1,0.2,101,1,lsn,4,False,0,0,0,0,0,0,4200,4200,0,0,0,0.0,99.82,65871,0,65871,54,1.179,1,0,24426,244.7,5.155,0.001,36.2,0.84,,ok
