dup_rate,key_id,m,tail_op,n_cu_versions,current_op,eligible,dup_injected_any,n_versions_duplicated,dup_on_current,caused_violation,verdict
0.15,1020,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1155,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,166,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1059,8,d,7,d,False,True,2,False,False,MATCH_OR_OTHER
0.15,1228,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,564,11,u,11,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,398,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,339,2,u,2,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,415,2,u,2,u,True,True,1,True,True,DUPLICATE
0.15,229,3,u,3,u,True,True,1,True,True,DUPLICATE
0.15,530,7,u,7,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,852,3,d,2,d,False,True,1,False,False,MATCH_OR_OTHER
0.15,558,8,d,7,d,False,True,3,False,False,MATCH_OR_OTHER
0.15,804,9,u,9,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,155,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,14,8,u,8,u,True,True,3,True,True,DUPLICATE
0.15,489,8,u,8,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,1005,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,143,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1235,10,u,10,u,True,True,3,True,True,DUPLICATE
0.15,58,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,396,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1188,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,230,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,975,4,c,3,c,True,True,2,False,False,MATCH_OR_OTHER
0.15,970,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,432,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,654,10,u,10,u,True,True,3,True,True,DUPLICATE
0.15,106,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1111,7,u,7,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,589,2,u,2,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,989,5,u,5,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,603,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,742,7,d,6,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,1092,7,u,7,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,625,8,d,7,d,False,True,4,False,False,MATCH_OR_OTHER
0.15,650,2,u,2,u,True,True,2,True,True,DUPLICATE
0.15,206,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,493,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1129,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,807,5,c,4,c,True,True,1,False,False,MATCH_OR_OTHER
0.15,481,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1165,3,c,2,c,True,True,1,True,True,DUPLICATE
0.15,361,1,u,1,u,True,True,1,True,True,DUPLICATE
0.15,552,7,u,7,u,True,True,1,True,True,DUPLICATE
0.15,516,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,326,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,39,5,u,5,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,68,4,u,4,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,732,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,551,6,u,6,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,1022,5,c,4,c,True,True,1,True,True,DUPLICATE
0.15,321,7,u,7,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,418,10,u,10,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,1256,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1076,2,u,2,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,945,14,d,13,d,False,True,1,False,False,MATCH_OR_OTHER
0.15,64,6,u,6,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,1088,10,u,10,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,958,4,u,4,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,1115,6,u,6,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,347,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,367,4,u,4,u,True,True,1,True,True,DUPLICATE
0.15,803,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,733,5,u,5,u,True,True,1,True,True,DUPLICATE
0.15,1057,3,c,2,c,True,False,0,False,False,MATCH_OR_OTHER
0.15,185,7,u,7,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,442,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,311,5,u,5,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,1260,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1035,2,u,2,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,233,16,d,15,d,False,True,3,False,False,MATCH_OR_OTHER
0.15,34,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,879,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,980,7,u,7,u,True,True,2,True,True,DUPLICATE
0.15,159,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,817,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,657,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,559,3,u,3,u,True,True,1,True,True,DUPLICATE
0.15,784,5,u,5,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,555,16,u,16,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,954,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1241,13,u,13,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,1,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,102,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,885,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1024,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,220,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1108,4,u,4,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,17,4,d,3,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,54,8,d,7,d,False,True,1,False,False,MATCH_OR_OTHER
0.15,1090,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,523,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,1245,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,859,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,279,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,712,8,u,8,u,True,True,4,False,False,MATCH_OR_OTHER
0.15,284,6,u,6,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,618,6,u,6,u,True,True,3,True,True,DUPLICATE
0.15,75,3,d,2,d,False,True,1,False,False,MATCH_OR_OTHER
0.15,658,10,u,10,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,914,1,u,1,u,True,True,1,True,True,DUPLICATE
0.15,1094,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,88,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,208,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,832,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,642,7,d,6,d,False,True,1,False,False,MATCH_OR_OTHER
0.15,829,4,u,4,u,True,True,1,True,True,DUPLICATE
0.15,466,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,949,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,537,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1232,11,c,10,c,True,True,2,False,False,MATCH_OR_OTHER
0.15,800,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,294,4,u,4,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,601,5,u,5,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,1066,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,584,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,698,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1169,3,d,2,d,False,True,1,False,False,MATCH_OR_OTHER
0.15,521,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,103,4,u,4,u,True,True,1,True,True,DUPLICATE
0.15,1067,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,518,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,757,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,239,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1087,1,u,1,u,True,True,1,True,True,DUPLICATE
0.15,1039,2,u,2,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,1207,9,u,9,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,787,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,858,8,c,7,c,True,True,2,False,False,MATCH_OR_OTHER
0.15,479,7,u,7,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,292,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,920,6,u,6,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,565,3,d,2,d,False,True,1,False,False,MATCH_OR_OTHER
0.15,447,6,d,5,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,1130,3,c,2,c,True,False,0,False,False,MATCH_OR_OTHER
0.15,711,1,u,1,u,True,True,1,True,True,DUPLICATE
0.15,661,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,736,5,d,4,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,925,4,u,4,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,462,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1259,11,u,11,u,True,True,3,False,False,MATCH_OR_OTHER
0.15,1254,6,d,5,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,67,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,1217,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,586,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,746,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,608,7,u,7,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,312,1,u,1,u,True,True,1,True,True,DUPLICATE
0.15,842,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,913,5,u,5,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,29,5,d,4,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,697,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,342,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1011,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,1197,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1153,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,42,3,u,3,u,True,True,1,True,True,DUPLICATE
0.15,701,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,59,3,u,3,u,True,True,1,True,True,DUPLICATE
0.15,81,1,u,1,u,True,True,1,True,True,DUPLICATE
0.15,669,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,888,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,7,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,932,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,37,3,u,3,u,True,True,1,True,True,DUPLICATE
0.15,886,8,u,8,u,True,True,3,False,False,MATCH_OR_OTHER
0.15,87,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,452,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1121,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,125,6,d,5,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,815,8,u,8,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,581,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1028,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,912,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,868,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,680,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1065,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,136,5,c,4,c,True,False,0,False,False,MATCH_OR_OTHER
0.15,1239,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,677,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,76,6,d,5,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,231,3,u,3,u,True,True,2,True,True,DUPLICATE
0.15,995,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,221,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,359,5,u,5,u,True,True,2,True,True,DUPLICATE
0.15,703,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,940,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,643,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1180,2,u,2,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,500,4,d,3,d,False,True,1,False,False,MATCH_OR_OTHER
0.15,773,4,u,4,u,True,True,1,True,True,DUPLICATE
0.15,226,8,u,8,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,453,7,u,7,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,557,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,906,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1184,9,u,9,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,332,11,u,11,u,True,True,3,False,False,MATCH_OR_OTHER
0.15,457,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,876,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,72,1,u,1,u,True,True,1,True,True,DUPLICATE
0.15,550,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,561,6,u,6,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,1091,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,157,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,187,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,428,3,c,2,c,True,False,0,False,False,MATCH_OR_OTHER
0.15,465,4,d,3,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,417,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,375,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,635,2,u,2,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,164,8,u,8,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,385,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,979,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,1048,4,u,4,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,30,7,u,7,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,1251,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1216,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,529,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,433,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,799,7,u,7,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,1147,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,882,6,d,5,d,False,True,1,False,False,MATCH_OR_OTHER
0.15,670,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,917,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1113,3,u,3,u,True,True,1,True,True,DUPLICATE
0.15,721,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,717,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,513,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1051,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,320,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,272,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,840,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,77,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,985,2,u,2,u,True,True,1,True,True,DUPLICATE
0.15,881,8,u,8,u,True,True,2,True,True,DUPLICATE
0.15,515,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,475,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,585,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,460,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,981,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1224,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,116,7,u,7,u,True,True,3,True,True,DUPLICATE
0.15,959,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,553,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,393,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,776,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,774,1,u,1,u,True,True,1,True,True,DUPLICATE
0.15,211,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,138,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,374,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,249,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,571,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,463,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,854,5,d,4,d,False,True,1,False,False,MATCH_OR_OTHER
0.15,1026,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,207,1,u,1,u,True,True,1,True,True,DUPLICATE
0.15,1058,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,593,7,c,6,c,True,True,1,False,False,MATCH_OR_OTHER
0.15,735,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,877,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,177,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,867,4,u,4,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,441,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,215,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1145,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1167,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,90,6,u,6,u,True,True,1,True,True,DUPLICATE
0.15,812,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,704,4,u,4,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,763,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,540,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,317,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,607,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,173,4,u,4,u,True,True,2,False,False,MATCH_OR_OTHER
0.15,960,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,865,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,133,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,445,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,1143,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,1019,3,u,3,u,True,True,1,True,True,DUPLICATE
0.15,251,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,420,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,713,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,250,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,183,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1037,4,d,3,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,386,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,604,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,324,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,146,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,482,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,313,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,189,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,265,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,944,3,u,3,u,True,True,1,True,True,DUPLICATE
0.15,437,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,957,1,u,1,u,True,True,1,True,True,DUPLICATE
0.15,574,7,u,7,u,True,True,2,True,True,DUPLICATE
0.15,923,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,675,4,u,4,u,True,True,1,True,True,DUPLICATE
0.15,1004,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1101,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1136,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1141,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,737,9,u,9,u,True,True,2,True,True,DUPLICATE
0.15,805,3,c,2,c,True,False,0,False,False,MATCH_OR_OTHER
0.15,856,4,d,3,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,1044,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,276,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,905,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,532,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,141,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,474,2,u,2,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,306,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,203,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1003,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,254,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,38,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,406,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,744,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,933,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,937,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,455,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,137,4,u,4,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,534,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,280,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1027,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1190,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,259,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1171,5,u,5,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,1199,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1151,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,821,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,891,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,1227,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,57,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,993,1,u,1,u,True,True,1,True,True,DUPLICATE
0.15,498,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,903,6,u,6,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,765,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,334,6,d,5,d,False,True,1,False,False,MATCH_OR_OTHER
0.15,384,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,264,4,u,4,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,999,6,u,6,u,True,True,1,True,True,DUPLICATE
0.15,849,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1148,4,u,4,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,296,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1047,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,48,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,524,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,659,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,353,2,d,1,d,False,True,1,False,False,MATCH_OR_OTHER
0.15,1248,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1107,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1025,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,404,2,u,2,u,True,True,1,True,True,DUPLICATE
0.15,8,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,110,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1178,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,6,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,1154,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,86,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,480,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.15,47,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,503,5,u,5,u,True,True,1,True,True,DUPLICATE
0.15,977,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1194,2,u,2,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,1192,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,436,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1255,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,591,2,u,2,u,True,True,1,False,False,MATCH_OR_OTHER
0.15,1173,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,458,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,240,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,681,1,u,1,u,True,True,1,True,True,DUPLICATE
0.15,1095,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1023,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,889,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.15,1010,4,d,3,d,False,True,1,False,False,MATCH_OR_OTHER
