dup_rate,key_id,m,tail_op,n_cu_versions,current_op,eligible,dup_injected_any,n_versions_duplicated,dup_on_current,caused_violation,verdict
0.05,1253,4,u,4,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,358,9,d,8,d,False,True,1,False,False,MATCH_OR_OTHER
0.05,890,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,179,10,u,10,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,49,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,748,6,u,6,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,1029,9,u,9,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,301,12,u,12,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,823,14,u,14,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,1072,27,u,27,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,527,50,c,49,c,True,True,2,False,False,MATCH_OR_OTHER
0.05,542,10,u,10,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,66,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,407,3,u,3,u,True,True,1,True,True,DUPLICATE
0.05,556,8,u,8,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,267,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,224,13,d,12,d,False,True,1,False,False,MATCH_OR_OTHER
0.05,719,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,988,10,c,9,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,10,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,962,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1161,5,d,4,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,400,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,425,5,d,4,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,567,10,u,10,u,True,True,2,False,False,MATCH_OR_OTHER
0.05,734,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,623,19,u,19,u,True,True,2,False,False,MATCH_OR_OTHER
0.05,456,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,836,21,u,21,u,True,True,1,True,True,DUPLICATE
0.05,1006,2,u,2,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,599,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,563,4,u,4,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,412,13,u,13,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1124,12,u,12,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,1074,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,597,10,d,9,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,383,6,u,6,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,153,10,u,10,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1102,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,277,16,d,15,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,1238,8,u,8,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,112,10,d,9,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,1116,6,u,6,u,True,True,2,True,True,DUPLICATE
0.05,880,18,u,18,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,499,6,u,6,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,652,8,u,8,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,1150,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,399,13,u,13,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,671,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,315,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1164,10,u,10,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1236,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,304,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,505,14,d,13,d,False,True,3,False,False,MATCH_OR_OTHER
0.05,370,4,c,3,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,469,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,663,10,u,10,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1181,9,d,8,d,False,True,1,False,False,MATCH_OR_OTHER
0.05,855,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,61,5,u,5,u,True,True,1,True,True,DUPLICATE
0.05,477,9,d,8,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,938,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,82,11,u,11,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,545,10,c,9,c,True,True,1,False,False,MATCH_OR_OTHER
0.05,1257,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,13,8,u,8,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,124,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,722,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,27,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,847,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,195,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,723,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,496,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,714,23,d,22,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,621,16,u,16,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,120,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1064,21,u,21,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,97,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,690,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,900,7,d,6,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,930,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,424,9,u,9,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,129,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,227,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,614,1,u,1,u,True,True,1,True,True,DUPLICATE
0.05,1247,16,d,15,d,False,True,2,False,False,MATCH_OR_OTHER
0.05,946,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1052,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,915,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1142,9,c,8,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,929,11,d,10,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,1219,15,c,14,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,1061,10,c,9,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,378,11,u,11,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,328,5,c,4,c,True,True,1,False,False,MATCH_OR_OTHER
0.05,1179,12,u,12,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,702,4,u,4,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,270,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,792,15,d,14,d,False,True,2,False,False,MATCH_OR_OTHER
0.05,983,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,538,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1198,15,u,15,u,True,True,2,False,False,MATCH_OR_OTHER
0.05,506,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,743,14,d,13,d,False,True,1,False,False,MATCH_OR_OTHER
0.05,235,15,u,15,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,5,12,c,11,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,40,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,298,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,243,10,u,10,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,410,5,u,5,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,780,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,741,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,525,10,u,10,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1032,11,u,11,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,692,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1089,8,u,8,u,True,True,2,True,True,DUPLICATE
0.05,824,7,u,7,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,1077,7,u,7,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,336,10,u,10,u,True,True,2,True,True,DUPLICATE
0.05,278,10,u,10,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,594,12,d,11,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,158,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,335,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1146,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,171,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,939,11,d,10,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,83,6,d,5,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,1246,4,d,3,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,1079,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,682,3,u,3,u,True,True,1,True,True,DUPLICATE
0.05,151,11,u,11,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,314,5,d,4,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,839,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,351,11,u,11,u,True,True,2,False,False,MATCH_OR_OTHER
0.05,706,11,c,10,c,True,True,1,False,False,MATCH_OR_OTHER
0.05,922,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,310,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1123,9,d,8,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,592,3,c,2,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,490,16,u,16,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,716,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1157,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,969,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,397,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,108,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1200,7,u,7,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,953,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,819,1,u,1,u,True,True,1,True,True,DUPLICATE
0.05,307,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,478,4,d,3,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,319,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,600,11,u,11,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1071,3,c,2,c,True,True,1,True,True,DUPLICATE
0.05,789,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,853,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1174,11,u,11,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,402,4,c,3,c,True,True,1,True,True,DUPLICATE
0.05,770,12,d,11,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,1222,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,539,10,c,9,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,1231,14,d,13,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,12,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,354,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,895,5,c,4,c,True,True,1,False,False,MATCH_OR_OTHER
0.05,863,18,u,18,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,92,13,c,12,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,902,10,u,10,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,56,6,c,5,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,1202,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,629,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,640,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1243,10,u,10,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,577,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1084,13,u,13,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1069,9,u,9,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,454,15,u,15,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,797,10,d,9,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,1176,9,d,8,d,False,True,2,False,False,MATCH_OR_OTHER
0.05,4,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1218,14,d,13,d,False,True,1,False,False,MATCH_OR_OTHER
0.05,507,9,d,8,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,740,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,634,8,d,7,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,172,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,435,19,u,19,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,471,10,u,10,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,965,7,d,6,d,False,True,1,False,False,MATCH_OR_OTHER
0.05,931,8,u,8,u,True,True,1,True,True,DUPLICATE
0.05,1098,3,c,2,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,45,18,u,18,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,1230,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,892,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,123,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,616,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,16,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,349,15,u,15,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,181,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,401,13,u,13,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,610,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1112,15,u,15,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,105,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,175,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,951,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,501,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,866,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,587,9,c,8,c,True,True,1,False,False,MATCH_OR_OTHER
0.05,1082,5,d,4,d,False,True,1,False,False,MATCH_OR_OTHER
0.05,909,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,818,10,d,9,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,405,5,c,4,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,612,9,d,8,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,568,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,725,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,130,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,907,9,u,9,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,1030,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,494,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,628,12,u,12,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,699,4,d,3,d,False,True,1,False,False,MATCH_OR_OTHER
0.05,305,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1086,3,u,3,u,True,True,1,True,True,DUPLICATE
0.05,389,9,d,8,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,928,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,31,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,74,4,d,3,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,649,3,d,2,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,758,5,d,4,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,331,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,343,13,d,12,d,False,True,1,False,False,MATCH_OR_OTHER
0.05,1215,10,d,9,d,False,True,1,False,False,MATCH_OR_OTHER
0.05,1002,4,d,3,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,1242,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,1070,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,874,9,u,9,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,990,7,d,6,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,325,4,c,3,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,1209,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,696,9,u,9,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,541,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1008,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,225,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1062,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,582,4,d,3,d,False,True,1,False,False,MATCH_OR_OTHER
0.05,569,13,u,13,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,668,17,u,17,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1163,6,u,6,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,366,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,662,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1233,5,c,4,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,660,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1042,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1018,5,c,4,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,80,7,c,6,c,True,True,2,False,False,MATCH_OR_OTHER
0.05,724,8,u,8,u,True,True,1,True,True,DUPLICATE
0.05,731,9,u,9,u,True,True,2,False,False,MATCH_OR_OTHER
0.05,1017,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1127,5,c,4,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,1122,10,d,9,d,False,True,2,False,False,MATCH_OR_OTHER
0.05,429,5,c,4,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,486,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,884,4,d,3,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,91,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,222,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,566,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,341,13,u,13,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1205,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,517,10,c,9,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,678,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,255,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,323,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1225,10,d,9,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,186,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1152,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,974,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1237,6,u,6,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,283,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,23,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1060,5,u,5,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,1221,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,470,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,798,10,u,10,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,512,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,193,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,364,11,u,11,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,1041,3,u,3,u,True,True,2,False,False,MATCH_OR_OTHER
0.05,107,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,904,11,u,11,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,148,11,u,11,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,782,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,422,6,c,5,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,352,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,613,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,128,13,d,12,d,False,True,1,False,False,MATCH_OR_OTHER
0.05,1166,8,c,7,c,True,True,1,False,False,MATCH_OR_OTHER
0.05,357,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,633,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,684,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,644,3,u,3,u,True,True,1,True,True,DUPLICATE
0.05,89,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,647,17,u,17,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,390,12,u,12,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,851,4,d,3,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,653,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1104,14,u,14,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,118,10,u,10,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,968,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,451,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,583,7,u,7,u,True,True,2,False,False,MATCH_OR_OTHER
0.05,147,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,252,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,948,12,u,12,u,True,True,2,False,False,MATCH_OR_OTHER
0.05,430,11,u,11,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1140,4,d,3,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,622,6,d,5,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,438,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,488,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,234,6,c,5,c,True,True,1,False,False,MATCH_OR_OTHER
0.05,785,9,d,8,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,522,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,955,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,170,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,285,8,u,8,u,True,True,2,False,False,MATCH_OR_OTHER
0.05,121,8,d,7,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,910,6,u,6,u,True,True,1,True,True,DUPLICATE
0.05,1117,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,218,18,u,18,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,20,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,795,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,664,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,729,5,u,5,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,440,9,d,8,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,730,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,710,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,3,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,718,5,d,4,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,484,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,434,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,641,15,u,15,u,True,True,3,False,False,MATCH_OR_OTHER
0.05,651,12,c,11,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,79,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1211,11,c,10,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,1068,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,767,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1131,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,771,6,d,5,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,44,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,808,4,u,4,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,781,5,d,4,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,468,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,828,27,u,27,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,273,1,u,1,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,127,7,u,7,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,750,6,u,6,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,590,6,u,6,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,212,3,u,3,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,426,11,c,10,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,830,2,d,1,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,65,5,c,4,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,783,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1226,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1045,14,u,14,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,73,13,d,12,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,1014,7,u,7,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,444,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,476,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,606,4,c,3,c,True,False,0,False,False,MATCH_OR_OTHER
0.05,168,12,u,12,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,297,9,u,9,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,21,12,u,12,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,145,9,u,9,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,63,2,u,2,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,271,5,d,4,d,False,False,0,False,False,MATCH_OR_OTHER
0.05,605,3,u,3,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,1080,8,u,8,u,True,False,0,False,False,MATCH_OR_OTHER
0.05,833,6,u,6,u,True,True,1,False,False,MATCH_OR_OTHER
0.05,245,11,u,11,u,True,False,0,False,False,MATCH_OR_OTHER
