key_id,m,competitive_ops,tail_op,n_cu_versions,current_op,current_is_cu,current_dup_uniform,current_dup_fired,n_flags_fired,duplicate,verdict
57,2,uu,u,2,u,True,0.192736,True,1,True,DUPLICATE
993,1,u,u,1,u,True,0.076269,True,1,True,DUPLICATE
498,1,u,u,1,u,True,0.859324,False,0,False,MATCH_OR_OTHER
903,6,uuuuuu,u,6,u,True,0.458766,False,2,False,MATCH_OR_OTHER
765,1,u,u,1,u,True,0.767836,False,0,False,MATCH_OR_OTHER
334,6,uuuuud,d,5,d,False,-,False,1,False,MATCH_OR_OTHER
384,3,uuu,u,3,u,True,0.733282,False,0,False,MATCH_OR_OTHER
264,4,uuuu,u,4,u,True,0.839758,False,1,False,MATCH_OR_OTHER
999,6,uuuuuu,u,6,u,True,0.011069,True,1,True,DUPLICATE
849,4,uuuu,u,4,u,True,0.806600,False,0,False,MATCH_OR_OTHER
1148,4,uuuu,u,4,u,True,0.668298,False,1,False,MATCH_OR_OTHER
296,3,uuu,u,3,u,True,0.761371,False,1,False,MATCH_OR_OTHER
1047,2,uu,u,2,u,True,0.620801,False,0,False,MATCH_OR_OTHER
48,2,uu,u,2,u,True,0.827071,False,0,False,MATCH_OR_OTHER
524,2,uu,u,2,u,True,0.419595,False,0,False,MATCH_OR_OTHER
659,1,u,u,1,u,True,0.597450,False,0,False,MATCH_OR_OTHER
353,2,ud,d,1,d,False,-,False,1,False,MATCH_OR_OTHER
1248,3,cuu,u,3,u,True,0.945709,False,1,False,MATCH_OR_OTHER
1107,1,u,u,1,u,True,0.654443,False,0,False,MATCH_OR_OTHER
1025,1,u,u,1,u,True,0.203490,True,1,True,DUPLICATE
404,2,uu,u,2,u,True,0.051654,True,2,True,DUPLICATE
8,3,uuu,u,3,u,True,0.189554,True,1,True,DUPLICATE
110,4,uuuu,u,4,u,True,0.316054,False,1,False,MATCH_OR_OTHER
1178,3,uud,d,2,d,False,-,False,0,False,MATCH_OR_OTHER
6,2,ud,d,1,d,False,-,False,1,False,MATCH_OR_OTHER
1154,3,uuu,u,3,u,True,0.771175,False,0,False,MATCH_OR_OTHER
86,3,uuu,u,3,u,True,0.811539,False,0,False,MATCH_OR_OTHER
480,3,uud,d,2,d,False,-,False,0,False,MATCH_OR_OTHER
47,2,uu,u,2,u,True,0.951125,False,0,False,MATCH_OR_OTHER
503,5,uuuuu,u,5,u,True,0.015061,True,2,True,DUPLICATE
977,2,uu,u,2,u,True,0.671335,False,0,False,MATCH_OR_OTHER
1194,2,uu,u,2,u,True,0.887019,False,1,False,MATCH_OR_OTHER
1192,1,u,u,1,u,True,0.247205,True,1,True,DUPLICATE
436,1,u,u,1,u,True,0.975513,False,0,False,MATCH_OR_OTHER
1255,3,cuu,u,3,u,True,0.966093,False,0,False,MATCH_OR_OTHER
591,2,uu,u,2,u,True,0.939196,False,1,False,MATCH_OR_OTHER
1173,2,uu,u,2,u,True,0.265144,True,1,True,DUPLICATE
458,3,uuu,u,3,u,True,0.357527,False,0,False,MATCH_OR_OTHER
240,1,u,u,1,u,True,0.570910,False,0,False,MATCH_OR_OTHER
681,1,u,u,1,u,True,0.035401,True,1,True,DUPLICATE
1095,1,u,u,1,u,True,0.669683,False,0,False,MATCH_OR_OTHER
1023,1,u,u,1,u,True,0.426410,False,0,False,MATCH_OR_OTHER
889,2,uu,u,2,u,True,0.754149,False,0,False,MATCH_OR_OTHER
1010,4,uuud,d,3,d,False,-,False,1,False,MATCH_OR_OTHER
869,2,uu,u,2,u,True,0.802495,False,1,False,MATCH_OR_OTHER
576,1,u,u,1,u,True,0.989991,False,0,False,MATCH_OR_OTHER
288,3,uuu,u,3,u,True,0.822939,False,1,False,MATCH_OR_OTHER
1191,1,u,u,1,u,True,0.590889,False,0,False,MATCH_OR_OTHER
899,7,uuuuuuu,u,7,u,True,0.958451,False,2,False,MATCH_OR_OTHER
300,3,uuu,u,3,u,True,0.033756,True,3,True,DUPLICATE
1081,2,uu,u,2,u,True,0.644883,False,0,False,MATCH_OR_OTHER
878,2,uu,u,2,u,True,0.205855,True,1,True,DUPLICATE
688,3,uuu,u,3,u,True,0.321839,False,1,False,MATCH_OR_OTHER
573,2,uu,u,2,u,True,0.843053,False,0,False,MATCH_OR_OTHER
598,2,uu,u,2,u,True,0.426583,False,1,False,MATCH_OR_OTHER
340,6,uuuuuu,u,6,u,True,0.229688,True,2,True,DUPLICATE
11,1,u,u,1,u,True,0.419208,False,0,False,MATCH_OR_OTHER
439,2,uu,u,2,u,True,0.289055,True,1,True,DUPLICATE
1096,2,uu,u,2,u,True,0.533365,False,1,False,MATCH_OR_OTHER
848,5,uuuuu,u,5,u,True,0.409900,False,3,False,MATCH_OR_OTHER
491,2,uu,u,2,u,True,0.546473,False,0,False,MATCH_OR_OTHER
188,1,u,u,1,u,True,0.018022,True,1,True,DUPLICATE
131,1,u,u,1,u,True,0.762466,False,0,False,MATCH_OR_OTHER
464,1,u,u,1,u,True,0.441160,False,0,False,MATCH_OR_OTHER
260,2,uu,u,2,u,True,0.900371,False,0,False,MATCH_OR_OTHER
994,1,u,u,1,u,True,0.350065,False,0,False,MATCH_OR_OTHER
726,4,uuuu,u,4,u,True,0.598153,False,1,False,MATCH_OR_OTHER
626,2,uu,u,2,u,True,0.935231,False,0,False,MATCH_OR_OTHER
210,1,u,u,1,u,True,0.206059,True,1,True,DUPLICATE
15,2,uu,u,2,u,True,0.259660,True,2,True,DUPLICATE
295,1,u,u,1,u,True,0.271601,True,1,True,DUPLICATE
572,2,ud,d,1,d,False,-,False,0,False,MATCH_OR_OTHER
414,1,u,u,1,u,True,0.967969,False,0,False,MATCH_OR_OTHER
673,5,uuuuu,u,5,u,True,0.939070,False,0,False,MATCH_OR_OTHER
514,4,uuuu,u,4,u,True,0.194846,True,3,True,DUPLICATE
194,2,uu,u,2,u,True,0.211568,True,1,True,DUPLICATE
956,3,uuu,u,3,u,True,0.853586,False,0,False,MATCH_OR_OTHER
139,2,uu,u,2,u,True,0.462804,False,1,False,MATCH_OR_OTHER
578,4,uuuu,u,4,u,True,0.706283,False,2,False,MATCH_OR_OTHER
752,1,u,u,1,u,True,0.571560,False,0,False,MATCH_OR_OTHER
508,1,u,u,1,u,True,0.755165,False,0,False,MATCH_OR_OTHER
609,1,u,u,1,u,True,0.755385,False,0,False,MATCH_OR_OTHER
810,3,udc,c,2,c,True,0.379758,False,0,False,MATCH_OR_OTHER
676,4,uuuu,u,4,u,True,0.455174,False,0,False,MATCH_OR_OTHER
376,1,u,u,1,u,True,0.238720,True,1,True,DUPLICATE
162,1,u,u,1,u,True,0.019596,True,1,True,DUPLICATE
1050,2,uu,u,2,u,True,0.141201,True,1,True,DUPLICATE
41,2,uu,u,2,u,True,0.585672,False,1,False,MATCH_OR_OTHER
739,1,u,u,1,u,True,0.084244,True,1,True,DUPLICATE
261,4,uuud,d,3,d,False,-,False,2,False,MATCH_OR_OTHER
1168,1,u,u,1,u,True,0.510382,False,0,False,MATCH_OR_OTHER
316,2,uu,u,2,u,True,0.535702,False,0,False,MATCH_OR_OTHER
1046,4,uuuu,u,4,u,True,0.391733,False,0,False,MATCH_OR_OTHER
533,1,u,u,1,u,True,0.197256,True,1,True,DUPLICATE
1196,3,uuu,u,3,u,True,0.028023,True,1,True,DUPLICATE
715,1,u,u,1,u,True,0.204034,True,1,True,DUPLICATE
95,2,uu,u,2,u,True,0.989872,False,1,False,MATCH_OR_OTHER
268,2,ud,d,1,d,False,-,False,1,False,MATCH_OR_OTHER
873,5,uuuuu,u,5,u,True,0.868854,False,1,False,MATCH_OR_OTHER
1013,3,uuu,u,3,u,True,0.647382,False,1,False,MATCH_OR_OTHER
580,2,uu,u,2,u,True,0.585181,False,0,False,MATCH_OR_OTHER
1093,4,uuuu,u,4,u,True,0.668592,False,2,False,MATCH_OR_OTHER
69,3,uuu,u,3,u,True,0.685417,False,0,False,MATCH_OR_OTHER
408,2,uu,u,2,u,True,0.823639,False,0,False,MATCH_OR_OTHER
835,1,u,u,1,u,True,0.935060,False,0,False,MATCH_OR_OTHER
449,3,uuu,u,3,u,True,0.958969,False,0,False,MATCH_OR_OTHER
943,2,uu,u,2,u,True,0.439149,False,0,False,MATCH_OR_OTHER
893,3,uuu,u,3,u,True,0.980436,False,1,False,MATCH_OR_OTHER
163,4,uuuu,u,4,u,True,0.033334,True,1,True,DUPLICATE
806,3,uuu,u,3,u,True,0.091950,True,2,True,DUPLICATE
535,1,u,u,1,u,True,0.165135,True,1,True,DUPLICATE
197,3,uuu,u,3,u,True,0.714566,False,0,False,MATCH_OR_OTHER
94,2,uu,u,2,u,True,0.138881,True,1,True,DUPLICATE
857,1,u,u,1,u,True,0.647706,False,0,False,MATCH_OR_OTHER
467,1,u,u,1,u,True,0.373669,False,0,False,MATCH_OR_OTHER
443,3,udc,c,2,c,True,0.753401,False,0,False,MATCH_OR_OTHER
111,2,uu,u,2,u,True,0.109271,True,1,True,DUPLICATE
388,2,uu,u,2,u,True,0.751950,False,1,False,MATCH_OR_OTHER
560,2,uu,u,2,u,True,0.060616,True,2,True,DUPLICATE
822,1,u,u,1,u,True,0.340978,False,0,False,MATCH_OR_OTHER
978,2,uu,u,2,u,True,0.019960,True,1,True,DUPLICATE
495,1,u,u,1,u,True,0.397414,False,0,False,MATCH_OR_OTHER
674,2,uu,u,2,u,True,0.027736,True,1,True,DUPLICATE
348,2,uu,u,2,u,True,0.524435,False,0,False,MATCH_OR_OTHER
631,1,u,u,1,u,True,0.379439,False,0,False,MATCH_OR_OTHER
161,2,uu,u,2,u,True,0.617934,False,0,False,MATCH_OR_OTHER
286,2,uu,u,2,u,True,0.072433,True,2,True,DUPLICATE
685,2,uu,u,2,u,True,0.323913,False,0,False,MATCH_OR_OTHER
497,2,ud,d,1,d,False,-,False,0,False,MATCH_OR_OTHER
950,1,u,u,1,u,True,0.491335,False,0,False,MATCH_OR_OTHER
483,1,u,u,1,u,True,0.031025,True,1,True,DUPLICATE
431,2,ud,d,1,d,False,-,False,0,False,MATCH_OR_OTHER
269,4,uuuu,u,4,u,True,0.653821,False,3,False,MATCH_OR_OTHER
1177,1,u,u,1,u,True,0.350776,False,0,False,MATCH_OR_OTHER
274,2,uu,u,2,u,True,0.853452,False,0,False,MATCH_OR_OTHER
942,2,uu,u,2,u,True,0.624864,False,1,False,MATCH_OR_OTHER
281,2,uu,u,2,u,True,0.595147,False,0,False,MATCH_OR_OTHER
667,2,uu,u,2,u,True,0.298364,True,1,True,DUPLICATE
156,3,uuu,u,3,u,True,0.188983,True,1,True,DUPLICATE
769,1,u,u,1,u,True,0.408492,False,0,False,MATCH_OR_OTHER
421,2,ud,d,1,d,False,-,False,0,False,MATCH_OR_OTHER
450,2,ud,d,1,d,False,-,False,0,False,MATCH_OR_OTHER
360,3,uuu,u,3,u,True,0.353012,False,0,False,MATCH_OR_OTHER
630,2,uu,u,2,u,True,0.679865,False,0,False,MATCH_OR_OTHER
754,1,u,u,1,u,True,0.143717,True,1,True,DUPLICATE
182,1,u,u,1,u,True,0.032197,True,1,True,DUPLICATE
387,1,u,u,1,u,True,0.263679,True,1,True,DUPLICATE
1055,2,uu,u,2,u,True,0.147080,True,1,True,DUPLICATE
1138,1,u,u,1,u,True,0.197736,True,1,True,DUPLICATE
85,2,uu,u,2,u,True,0.279783,True,1,True,DUPLICATE
344,3,uuu,u,3,u,True,0.856432,False,1,False,MATCH_OR_OTHER
70,1,u,u,1,u,True,0.879053,False,0,False,MATCH_OR_OTHER
554,1,u,u,1,u,True,0.034939,True,1,True,DUPLICATE
1159,1,u,u,1,u,True,0.868610,False,0,False,MATCH_OR_OTHER
679,1,u,u,1,u,True,0.759782,False,0,False,MATCH_OR_OTHER
998,1,u,u,1,u,True,0.192681,True,1,True,DUPLICATE
862,3,uuu,u,3,u,True,0.219716,True,2,True,DUPLICATE
875,2,uu,u,2,u,True,0.501777,False,0,False,MATCH_OR_OTHER
287,1,u,u,1,u,True,0.391694,False,0,False,MATCH_OR_OTHER
1000,1,u,u,1,u,True,0.689658,False,0,False,MATCH_OR_OTHER
217,2,uu,u,2,u,True,0.348931,False,0,False,MATCH_OR_OTHER
924,1,u,u,1,u,True,0.961167,False,0,False,MATCH_OR_OTHER
346,4,uuuu,u,4,u,True,0.294214,True,1,True,DUPLICATE
872,1,u,u,1,u,True,0.000574,True,1,True,DUPLICATE
996,1,u,u,1,u,True,0.952401,False,0,False,MATCH_OR_OTHER
327,1,u,u,1,u,True,0.925107,False,0,False,MATCH_OR_OTHER
1038,1,u,u,1,u,True,0.487664,False,0,False,MATCH_OR_OTHER
632,2,uu,u,2,u,True,0.550575,False,0,False,MATCH_OR_OTHER
753,2,ud,d,1,d,False,-,False,1,False,MATCH_OR_OTHER
84,1,u,u,1,u,True,0.226600,True,1,True,DUPLICATE
176,1,u,u,1,u,True,0.773818,False,0,False,MATCH_OR_OTHER
213,1,u,u,1,u,True,0.299608,True,1,True,DUPLICATE
216,1,u,u,1,u,True,0.115758,True,1,True,DUPLICATE
257,1,u,u,1,u,True,0.399454,False,0,False,MATCH_OR_OTHER
152,2,uu,u,2,u,True,0.663312,False,0,False,MATCH_OR_OTHER
894,2,uu,u,2,u,True,0.095899,True,2,True,DUPLICATE
919,1,u,u,1,u,True,0.617292,False,0,False,MATCH_OR_OTHER
338,1,u,u,1,u,True,0.487131,False,0,False,MATCH_OR_OTHER
35,1,u,u,1,u,True,0.857003,False,0,False,MATCH_OR_OTHER
134,1,u,u,1,u,True,0.179126,True,1,True,DUPLICATE
1195,4,uuud,d,3,d,False,-,False,1,False,MATCH_OR_OTHER
1149,1,u,u,1,u,True,0.707004,False,0,False,MATCH_OR_OTHER
160,1,u,u,1,u,True,0.311102,False,0,False,MATCH_OR_OTHER
232,2,uu,u,2,u,True,0.723774,False,0,False,MATCH_OR_OTHER
1144,1,u,u,1,u,True,0.571568,False,0,False,MATCH_OR_OTHER
683,1,u,u,1,u,True,0.747586,False,0,False,MATCH_OR_OTHER
916,1,u,u,1,u,True,0.423445,False,0,False,MATCH_OR_OTHER
796,1,u,u,1,u,True,0.747984,False,0,False,MATCH_OR_OTHER
747,2,uu,u,2,u,True,0.868182,False,1,False,MATCH_OR_OTHER
1258,3,cuu,u,3,u,True,0.660290,False,1,False,MATCH_OR_OTHER
368,2,uu,u,2,u,True,0.202557,True,2,True,DUPLICATE
751,2,ud,d,1,d,False,-,False,0,False,MATCH_OR_OTHER
656,1,u,u,1,u,True,0.791779,False,0,False,MATCH_OR_OTHER
511,1,u,u,1,u,True,0.338384,False,0,False,MATCH_OR_OTHER
363,1,u,u,1,u,True,0.005731,True,1,True,DUPLICATE
761,1,u,u,1,u,True,0.883571,False,0,False,MATCH_OR_OTHER
411,1,u,u,1,u,True,0.501105,False,0,False,MATCH_OR_OTHER
302,1,u,u,1,u,True,0.321180,False,0,False,MATCH_OR_OTHER
705,1,u,u,1,u,True,0.403539,False,0,False,MATCH_OR_OTHER
1021,3,uuu,u,3,u,True,0.972276,False,1,False,MATCH_OR_OTHER
1105,1,u,u,1,u,True,0.949383,False,0,False,MATCH_OR_OTHER
665,1,u,u,1,u,True,0.230077,True,1,True,DUPLICATE
966,3,uuu,u,3,u,True,0.589673,False,1,False,MATCH_OR_OTHER
180,1,u,u,1,u,True,0.718180,False,0,False,MATCH_OR_OTHER
1012,3,uuu,u,3,u,True,0.756508,False,1,False,MATCH_OR_OTHER
691,1,u,u,1,u,True,0.979404,False,0,False,MATCH_OR_OTHER
309,2,uu,u,2,u,True,0.824378,False,0,False,MATCH_OR_OTHER
1125,1,u,u,1,u,True,0.312456,False,0,False,MATCH_OR_OTHER
209,2,uu,u,2,u,True,0.629056,False,0,False,MATCH_OR_OTHER
104,1,u,u,1,u,True,0.172436,True,1,True,DUPLICATE
961,1,u,u,1,u,True,0.337199,False,0,False,MATCH_OR_OTHER
122,1,u,u,1,u,True,0.951024,False,0,False,MATCH_OR_OTHER
666,1,u,u,1,u,True,0.142335,True,1,True,DUPLICATE
1160,1,u,u,1,u,True,0.140488,True,1,True,DUPLICATE
330,1,u,u,1,u,True,0.007967,True,1,True,DUPLICATE
846,1,u,u,1,u,True,0.600390,False,0,False,MATCH_OR_OTHER
52,1,u,u,1,u,True,0.878113,False,0,False,MATCH_OR_OTHER
119,1,u,u,1,u,True,0.762970,False,0,False,MATCH_OR_OTHER
749,1,u,u,1,u,True,0.061125,True,1,True,DUPLICATE
562,1,u,u,1,u,True,0.018005,True,1,True,DUPLICATE
1133,2,ud,d,1,d,False,-,False,1,False,MATCH_OR_OTHER
117,3,uud,d,2,d,False,-,False,1,False,MATCH_OR_OTHER
1214,2,cu,u,2,u,True,0.830469,False,0,False,MATCH_OR_OTHER
1185,1,u,u,1,u,True,0.896206,False,0,False,MATCH_OR_OTHER
71,1,u,u,1,u,True,0.652824,False,0,False,MATCH_OR_OTHER
1085,1,u,u,1,u,True,0.474401,False,0,False,MATCH_OR_OTHER
149,1,u,u,1,u,True,0.983765,False,0,False,MATCH_OR_OTHER
1053,1,u,u,1,u,True,0.570442,False,0,False,MATCH_OR_OTHER
918,2,ud,d,1,d,False,-,False,1,False,MATCH_OR_OTHER
382,1,u,u,1,u,True,0.121139,True,1,True,DUPLICATE
952,1,u,u,1,u,True,0.796762,False,0,False,MATCH_OR_OTHER
695,1,u,u,1,u,True,0.202368,True,1,True,DUPLICATE
200,1,u,u,1,u,True,0.121863,True,1,True,DUPLICATE
896,1,u,u,1,u,True,0.518319,False,0,False,MATCH_OR_OTHER
253,1,u,u,1,u,True,0.364550,False,0,False,MATCH_OR_OTHER
504,1,u,u,1,u,True,0.330220,False,0,False,MATCH_OR_OTHER
762,1,u,u,1,u,True,0.632041,False,0,False,MATCH_OR_OTHER
204,1,u,u,1,u,True,0.043200,True,1,True,DUPLICATE
543,1,u,u,1,u,True,0.828634,False,0,False,MATCH_OR_OTHER
531,1,u,u,1,u,True,0.124562,True,1,True,DUPLICATE
