key_id,m,competitive_lsns,competitive_ops,clean_seqs,final_seqs,n_pairs,fired_pairs,last_pair_uniform,last_pair_fired,tail_op,current_lsn,winner_vidx,winner_seq,winner_lsn,winner_op,present,violated,verdict
1032,11,1329;1521;2285;3106;4435;5206;5908;5998;6367;7328;7336,uuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11,1;2;3;4;5;6;8;7;10;9;11,10,7;9,0.578209,False,u,7336,10,11,7336,u,1,False,MATCH
692,4,1330;5113;6449;6740,uuuu,1;2;3;4,2;1;3;4,3,1,0.516653,False,u,6740,3,4,6740,u,1,False,MATCH
1089,8,1331;3170;3330;3681;3749;4700;5906;7049,uuuuuuuu,1;2;3;4;5;6;7;8,1;2;3;4;5;6;7;8,7,-,0.681968,False,u,7049,7,8,7049,u,1,False,MATCH
824,7,1332;1568;5655;6332;6675;7130;7204,uuuuuuu,1;2;3;4;5;6;7,1;2;3;5;4;6;7,6,4,0.960460,False,u,7204,6,7,7204,u,1,False,MATCH
1077,7,1333;2617;2834;3260;3568;4130;4584,uuuuuuu,1;2;3;4;5;6;7,1;3;2;4;5;7;6,6,2;6,0.180685,True,u,4584,5,7,4130,u,1,True,STALE_WINS
336,10,1334;1820;3323;3326;4180;4364;5174;6855;7104;7399,uuuuuuuuuu,1;2;3;4;5;6;7;8;9;10,1;2;3;4;5;6;7;8;9;10,9,-,0.529155,False,u,7399,9,10,7399,u,1,False,MATCH
278,10,1335;1351;1469;1582;3189;4125;5015;5155;5405;7372,uuuuuuuuuu,1;2;3;4;5;6;7;8;9;10,1;2;3;4;5;6;7;8;10;9,9,9,0.240872,True,u,7372,8,10,5405,u,1,True,STALE_WINS
594,12,1336;1808;2669;2877;3088;3384;3564;4452;5296;5549;5756;6991,uuuuuuuuuuud,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;6;7;8;5;9;10;11;12,11,5;6;7,0.351976,False,d,6991,11,12,6991,d,0,False,MATCH
158,6,1337;1631;2448;3257;4579;4670,uuuuuu,1;2;3;4;5;6,1;3;2;4;5;6,5,2,0.670419,False,u,4670,5,6,4670,u,1,False,MATCH
335,1,1339,u,1,1,0,-,-,False,u,1339,0,1,1339,u,1,False,MATCH
1146,6,1340;3612;3998;4397;4440;5772,uuuuuu,1;2;3;4;5;6,1;2;4;5;3;6,5,3;4,0.592072,False,u,5772,5,6,5772,u,1,False,MATCH
171,5,1341;4359;5328;5640;6770,uuuuu,1;2;3;4;5,1;2;3;4;5,4,-,0.722690,False,u,6770,4,5,6770,u,1,False,MATCH
939,11,1344;1526;1757;1947;2309;2653;2722;3534;4306;4504;5288,uuuuuuuuuud,1;2;3;4;5;6;7;8;9;10;11,1;2;3;4;5;6;7;8;9;11;10,10,10,0.127335,True,d,5288,9,11,4504,u,1,True,GHOST
83,6,1345;3000;3780;4558;6922;7196,uuuuud,1;2;3;4;5;6,2;3;1;4;5;6,5,1;2,0.937473,False,d,7196,5,6,7196,d,0,False,MATCH
1246,4,1346;3533;3753;4237,cuud,1;2;3;4,2;1;3;4,3,1,0.804368,False,d,4237,3,4,4237,d,0,False,MATCH
1079,3,1347;2630;4666,uuu,1;2;3,1;2;3,2,-,0.923960,False,u,4666,2,3,4666,u,1,False,MATCH
682,3,1348;3120;3634,uuu,1;2;3,1;3;2,2,2,0.065490,True,u,3634,1,3,3120,u,1,True,STALE_WINS
151,11,1349;1702;4109;4259;4614;5841;6472;6638;6670;7138;7174,uuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11,1;2;4;3;5;6;7;8;9;10;11,10,3,0.826395,False,u,7174,10,11,7174,u,1,False,MATCH
314,5,1350;2907;3862;5362;6544,uuuud,1;2;3;4;5,1;2;3;4;5,4,-,0.672996,False,d,6544,4,5,6544,d,0,False,MATCH
839,6,1353;3182;3470;4158;5065;5957,uuuuuu,1;2;3;4;5;6,2;1;3;4;5;6,5,1,0.803674,False,u,5957,5,6,5957,u,1,False,MATCH
351,11,1356;2027;2154;2480;2679;2817;3255;6015;6643;6745;7327,uuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11,1;2;3;5;4;6;7;8;9;10;11,10,4,0.387039,False,u,7327,10,11,7327,u,1,False,MATCH
706,11,1357;2522;2698;3269;4075;4431;4649;4859;5539;6705;7113,uuuuuuuuudc,1;2;3;4;5;6;7;8;9;10;11,1;2;3;5;4;6;8;7;10;9;11,10,4;7;9,0.312589,False,c,7113,10,11,7113,c,1,False,MATCH
922,6,1358;4489;4752;4867;6235;6941,uuuuuu,1;2;3;4;5;6,1;3;2;4;5;6,5,2,0.800336,False,u,6941,5,6,6941,u,1,False,MATCH
310,1,1359,u,1,1,0,-,-,False,u,1359,0,1,1359,u,1,False,MATCH
1123,9,1360;1639;2028;3469;3798;4855;5893;6581;6938,uuuuuuuud,1;2;3;4;5;6;7;8;9,2;1;3;5;4;6;8;7;9,8,1;4;7,0.544373,False,d,6938,8,9,6938,d,0,False,MATCH
592,3,1361;5425;6502,udc,1;2;3,2;1;3,2,1,0.283370,False,c,6502,2,3,6502,c,1,False,MATCH
490,16,1362;1798;2663;2846;3069;3123;4355;4690;4921;5342;5557;6115;6701;6998;7193;7326,uuuuuuuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16,1;2;3;4;5;7;8;6;10;9;12;11;13;14;15;16,15,6;7;9;11,0.487764,False,u,7326,15,16,7326,u,1,False,MATCH
716,2,1363;3194,uu,1;2,2;1,1,1,0.076348,True,u,3194,0,2,1363,u,1,True,STALE_WINS
1157,8,1364;2158;2843;2933;3094;3166;3915;5477,uuuuuuuu,1;2;3;4;5;6;7;8,1;2;3;4;5;6;7;8,7,-,0.754941,False,u,5477,7,8,5477,u,1,False,MATCH
969,9,1365;1565;2778;3477;3968;4286;4925;6036;6681,uuuuuuuuu,1;2;3;4;5;6;7;8;9,1;2;3;4;6;5;8;9;7,8,5;7;8,0.232459,True,u,6681,7,9,6036,u,1,True,STALE_WINS
397,7,1366;1436;1985;5109;5615;6369;7303,uuuuuuu,1;2;3;4;5;6;7,1;2;3;4;6;5;7,6,5,0.317239,False,u,7303,6,7,7303,u,1,False,MATCH
108,5,1367;2596;3651;4260;4546,uuuuu,1;2;3;4;5,1;2;3;4;5,4,-,0.636406,False,u,4546,4,5,4546,u,1,False,MATCH
1200,7,1369;2266;3464;5628;5919;5950;6110,uuuuuuu,1;2;3;4;5;6;7,1;2;4;5;3;6;7,6,3;4,0.550550,False,u,6110,6,7,6110,u,1,False,MATCH
953,4,1370;4886;5441;5941,uuuu,1;2;3;4,1;3;2;4,3,2,0.496694,False,u,5941,3,4,5941,u,1,False,MATCH
819,1,1371,u,1,1,0,-,-,False,u,1371,0,1,1371,u,1,False,MATCH
307,3,1372;1841;5928,uuu,1;2;3,1;2;3,2,-,0.363105,False,u,5928,2,3,5928,u,1,False,MATCH
478,4,1373;1427;4630;4796,uuud,1;2;3;4,1;3;2;4,3,2,0.662146,False,d,4796,3,4,4796,d,0,False,MATCH
319,4,1374;3677;6683;7068,uuuu,1;2;3;4,1;3;2;4,3,2,0.634467,False,u,7068,3,4,7068,u,1,False,MATCH
600,11,1375;1963;1993;2426;2459;2711;4562;5859;5873;6400;7090,uuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11,1;2;3;4;6;5;7;8;10;9;11,10,5;9,0.747316,False,u,7090,10,11,7090,u,1,False,MATCH
1071,3,1376;1602;5879,udc,1;2;3,1;3;2,2,2,0.101668,True,c,5879,1,3,1602,d,0,True,MISSING_CURRENT
789,4,1377;2916;6101;7352,uuuu,1;2;3;4,1;2;4;3,3,3,0.185687,True,u,7352,2,4,6101,u,1,True,STALE_WINS
853,6,1378;2889;2959;5489;6217;6310,uuuuuu,1;2;3;4;5;6,1;2;3;5;6;4,5,4;5,0.192508,True,u,6310,4,6,6217,u,1,True,STALE_WINS
1174,11,1379;2758;3362;4132;4555;4569;4686;4848;6057;6773;7249,uuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11,2;1;3;5;4;6;8;7;10;11;9,10,1;4;7;9;10,0.119270,True,u,7249,9,11,6773,u,1,True,STALE_WINS
402,4,1380;2684;4052;4534,uudc,1;2;3;4,1;2;3;4,3,-,0.875753,False,c,4534,3,4,4534,c,1,False,MATCH
770,12,1382;2561;3355;3980;4114;4344;4463;4727;6312;6549;6833;7053,uuuuuuuuuuud,1;2;3;4;5;6;7;8;9;10;11;12,1;3;2;4;5;7;8;6;9;10;12;11,11,2;6;7;11,0.041309,True,d,7053,10,12,6833,u,1,True,GHOST
1222,3,1384;3502;5605,cuu,1;2;3,1;2;3,2,-,0.426637,False,u,5605,2,3,5605,u,1,False,MATCH
539,10,1385;1422;1945;2042;3041;4401;4503;4722;4776;7294,uuuuuuuudc,1;2;3;4;5;6;7;8;9;10,1;3;2;4;5;6;7;8;9;10,9,2,0.356629,False,c,7294,9,10,7294,c,1,False,MATCH
1231,14,1387;1797;1942;2159;2181;2450;2569;3487;4030;4477;4890;6347;6699;7273,cuuuuuuuuuuuud,1;2;3;4;5;6;7;8;9;10;11;12;13;14,1;2;3;4;6;5;7;8;9;10;11;13;12;14,13,5;12,0.573105,False,d,7273,13,14,7273,d,0,False,MATCH
12,8,1388;1674;2231;2451;5469;5679;6109;6199,uuuuuuuu,1;2;3;4;5;6;7;8,1;3;4;2;5;7;6;8,7,2;3;6,0.875407,False,u,6199,7,8,6199,u,1,False,MATCH
354,2,1389;2995,uu,1;2,2;1,1,1,0.057273,True,u,2995,0,2,1389,u,1,True,STALE_WINS
895,5,1390;2163;4811;6005;6399,uuudc,1;2;3;4;5,1;2;3;4;5,4,-,0.428293,False,c,6399,4,5,6399,c,1,False,MATCH
863,18,1391;2192;2636;3718;4234;4265;4691;4738;4772;5160;5300;5671;6297;6498;7013;7017;7225;7343,uuuuuuuuuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,1;3;2;5;4;7;6;9;8;11;10;12;13;14;15;16;17;18,17,2;4;6;8;10,0.524724,False,u,7343,17,18,7343,u,1,False,MATCH
92,13,1392;1676;2147;3097;3343;4348;4551;4757;5707;6328;6520;6807;7237,uuuuuuuuuuudc,1;2;3;4;5;6;7;8;9;10;11;12;13,1;2;3;5;4;7;6;8;9;10;11;12;13,12,4;6,0.564109,False,c,7237,12,13,7237,c,1,False,MATCH
902,10,1393;1861;2677;2867;3723;4544;4965;5230;5282;6108,uuuuuuuuuu,1;2;3;4;5;6;7;8;9;10,1;3;2;5;4;7;6;8;9;10,9,2;4;6,0.449843,False,u,6108,9,10,6108,u,1,False,MATCH
56,6,1394;2391;3590;5626;7066;7329,uuuudc,1;2;3;4;5;6,1;2;3;5;4;6,5,4,0.504818,False,c,7329,5,6,7329,c,1,False,MATCH
1202,4,1395;2056;5036;7004,cuuu,1;2;3;4,1;2;3;4,3,-,0.690370,False,u,7004,3,4,7004,u,1,False,MATCH
629,5,1396;1909;2140;2903;5256,uuuuu,1;2;3;4;5,1;2;3;4;5,4,-,0.502450,False,u,5256,4,5,5256,u,1,False,MATCH
640,9,1397;2713;4819;6344;6464;6863;7096;7099;7289,uuuuuuuuu,1;2;3;4;5;6;7;8;9,2;3;1;4;5;6;7;8;9,8,1;2,0.730212,False,u,7289,8,9,7289,u,1,False,MATCH
1243,10,1398;1871;1932;2890;4828;5593;6260;6283;6378;6521,cuuuuuuuuu,1;2;3;4;5;6;7;8;9;10,1;2;3;5;4;6;8;7;9;10,9,4;7,0.350077,False,u,6521,9,10,6521,u,1,False,MATCH
577,3,1399;4595;5667,uuu,1;2;3,1;3;2,2,2,0.188923,True,u,5667,1,3,4595,u,1,True,STALE_WINS
1084,13,1400;1990;2077;2419;3040;3213;3513;3830;4219;5616;6195;6738;7316,uuuuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11;12;13,1;2;3;5;4;6;8;7;9;10;11;13;12,12,4;7;12,0.220885,True,u,7316,11,13,6738,u,1,True,STALE_WINS
1069,9,1401;2576;2719;3059;4433;5032;5420;6066;6492,uuuuuuuuu,1;2;3;4;5;6;7;8;9,1;2;4;5;3;6;8;7;9,8,3;4;7,0.830509,False,u,6492,8,9,6492,u,1,False,MATCH
454,15,1402;1823;2098;2172;2619;2664;2910;2961;3309;3315;5648;6133;6173;6215;7274,uuuuuuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,1;2;3;4;5;6;7;8;10;9;11;13;12;15;14,14,9;12;14,0.066555,True,u,7274,13,15,6215,u,1,True,STALE_WINS
797,10,1403;1751;2681;2848;3198;4931;5308;5901;6840;7047,uuuuuuuuud,1;2;3;4;5;6;7;8;9;10,1;2;3;5;4;6;7;9;8;10,9,4;8,0.499870,False,d,7047,9,10,7047,d,0,False,MATCH
1176,9,1404;2263;4081;4173;4185;4633;5990;6396;7010,uuuuuuuud,1;2;3;4;5;6;7;8;9,1;2;3;4;6;5;8;7;9,8,5;7,0.452433,False,d,7010,8,9,7010,d,0,False,MATCH
4,1,1405,u,1,1,0,-,-,False,u,1405,0,1,1405,u,1,False,MATCH
1218,14,1406;1463;2228;2640;4182;4202;4537;4694;4732;5492;6033;6236;6553;6586,cuuuuuuuuuuuud,1;2;3;4;5;6;7;8;9;10;11;12;13;14,2;3;4;1;5;6;7;8;9;11;10;13;12;14,13,1;2;3;10;12,0.885913,False,d,6586,13,14,6586,d,0,False,MATCH
507,9,1407;1828;2111;3509;3562;3660;5822;6752;6889,uuuuuuuud,1;2;3;4;5;6;7;8;9,1;2;3;4;5;7;6;8;9,8,6,0.903754,False,d,6889,8,9,6889,d,0,False,MATCH
740,9,1408;1643;3199;3928;3947;4692;5013;5526;6722,uuuuuuuuu,1;2;3;4;5;6;7;8;9,1;2;3;5;6;4;7;8;9,8,4;5,0.319767,False,u,6722,8,9,6722,u,1,False,MATCH
634,8,1409;1646;2002;3158;3992;6930;7105;7214,uuuuuuud,1;2;3;4;5;6;7;8,2;3;1;5;6;7;4;8,7,1;2;4;5;6,0.948955,False,d,7214,7,8,7214,d,0,False,MATCH
172,1,1410,u,1,1,0,-,-,False,u,1410,0,1,1410,u,1,False,MATCH
435,19,1411;1691;1739;1863;1867;2057;2170;2369;2371;2521;2680;3154;4319;4735;5774;6316;6869;6955;7046,uuuuuuuuuuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,1;3;4;2;5;7;6;9;8;10;11;12;13;14;15;16;17;18;19,18,2;3;6;8,0.398526,False,u,7046,18,19,7046,u,1,False,MATCH
471,10,1412;2861;3289;4048;4162;4868;5646;6086;6156;6969,uuuuuuuuuu,1;2;3;4;5;6;7;8;9;10,1;3;4;2;6;7;5;9;8;10,9,2;3;5;6;8,0.614233,False,u,6969,9,10,6969,u,1,False,MATCH
965,7,1413;1651;2851;3388;4827;5676;5760,uuuuuud,1;2;3;4;5;6;7,1;2;3;4;5;6;7,6,-,0.435015,False,d,5760,6,7,5760,d,0,False,MATCH
931,8,1414;1804;3845;4251;5268;5439;6205;6597,uuuuuuuu,1;2;3;4;5;6;7;8,2;1;4;3;5;6;7;8,7,1;3,0.940639,False,u,6597,7,8,6597,u,1,False,MATCH
1098,3,1415;1826;6266,udc,1;2;3,1;2;3,2,-,0.456642,False,c,6266,2,3,6266,c,1,False,MATCH
45,18,1416;1464;1474;1529;2224;2388;2392;2814;2882;3692;3720;3906;3914;4801;5427;5790;6063;7309,uuuuuuuuuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18,1;2;3;4;5;6;7;9;8;10;11;12;14;13;16;15;17;18,17,8;13;15,0.279977,False,u,7309,17,18,7309,u,1,False,MATCH
1230,8,1417;1527;2756;3391;4354;4737;6633;6679,cuuuuuuu,1;2;3;4;5;6;7;8,2;1;3;5;4;6;8;7,7,1;4;7,0.055730,True,u,6679,6,8,6633,u,1,True,STALE_WINS
892,4,1418;1479;6625;6690,uuuu,1;2;3;4,2;1;3;4,3,1,0.406194,False,u,6690,3,4,6690,u,1,False,MATCH
123,3,1419;2950;4488,uuu,1;2;3,1;2;3,2,-,0.619778,False,u,4488,2,3,4488,u,1,False,MATCH
616,5,1420;4329;4420;6634;7077,uuuuu,1;2;3;4;5,1;2;3;5;4,4,4,0.188403,True,u,7077,3,5,6634,u,1,True,STALE_WINS
16,4,1421;1782;1974;7379,uuuu,1;2;3;4,1;3;4;2,3,2;3,0.201867,True,u,7379,2,4,1974,u,1,True,STALE_WINS
349,15,1423;1654;1940;2616;3436;3614;4074;4126;4131;4852;5370;5501;5815;6551;6918,uuuuuuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,1;2;4;3;5;7;6;8;10;11;9;12;13;14;15,14,3;6;9;10,0.580241,False,u,6918,14,15,6918,u,1,False,MATCH
181,3,1424;5694;7275,uuu,1;2;3,2;3;1,2,1;2,0.006146,True,u,7275,1,3,5694,u,1,True,STALE_WINS
401,13,1425;1914;2001;2236;2527;3099;3114;3212;3372;3772;5377;6497;6611,uuuuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11;12;13,1;3;2;5;4;6;8;7;9;10;11;12;13,12,2;4;7,0.299327,False,u,6611,12,13,6611,u,1,False,MATCH
610,8,1426;1562;1589;1767;3072;4209;4636;5559,uuuuuuuu,1;2;3;4;5;6;7;8,1;2;3;5;4;7;6;8,7,4;6,0.641120,False,u,5559,7,8,5559,u,1,False,MATCH
1112,15,1428;2357;2370;3308;3800;3929;4223;4288;4533;4677;5381;5398;5748;5857;6233,uuuuuuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15,1;2;4;3;6;5;7;9;8;10;11;13;14;12;15,14,3;5;8;12;13,0.468061,False,u,6233,14,15,6233,u,1,False,MATCH
105,8,1429;3446;4483;4659;4720;4923;6129;6900,uuuuuuuu,1;2;3;4;5;6;7;8,1;2;3;4;5;6;7;8,7,-,0.816529,False,u,6900,7,8,6900,u,1,False,MATCH
175,7,1431;1649;3848;4455;5695;5997;7397,uuuuuuu,1;2;3;4;5;6;7,1;2;3;4;5;7;6,6,6,0.102569,True,u,7397,5,7,5997,u,1,True,STALE_WINS
951,2,1433;1650,ud,1;2,1;2,1,-,0.886427,False,d,1650,1,2,1650,d,0,False,MATCH
501,2,1434;4813,ud,1;2,2;1,1,1,0.223450,True,d,4813,0,2,1434,u,1,True,GHOST
866,2,1435;3868,uu,1;2,1;2,1,-,0.436937,False,u,3868,1,2,3868,u,1,False,MATCH
587,9,1437;2803;3424;5464;5482;5696;5730;6761;7182,uuuuuuudc,1;2;3;4;5;6;7;8;9,2;1;3;4;6;5;7;9;8,8,1;5;8,0.235858,True,c,7182,7,9,6761,d,0,True,MISSING_CURRENT
1082,5,1438;2472;5979;6025;7144,uuuud,1;2;3;4;5,1;2;4;5;3,4,3;4,0.144810,True,d,7144,3,5,6025,u,1,True,GHOST
909,2,1440;3035,uu,1;2,1;2,1,-,0.694748,False,u,3035,1,2,3035,u,1,False,MATCH
818,10,1441;1621;1856;2531;3148;3503;3539;5177;5455;7369,uuuuuuuuud,1;2;3;4;5;6;7;8;9;10,2;1;3;5;6;4;7;9;8;10,9,1;4;5;8,0.872136,False,d,7369,9,10,7369,d,0,False,MATCH
405,5,1442;2510;3019;5443;5751,uuudc,1;2;3;4;5,1;2;3;4;5,4,-,0.301339,False,c,5751,4,5,5751,c,1,False,MATCH
612,9,1443;2571;3668;4077;4340;4366;5001;5056;6789,uuuuuuuud,1;2;3;4;5;6;7;8;9,2;3;1;5;4;6;8;9;7,8,1;2;4;7;8,0.085266,True,d,6789,7,9,5056,u,1,True,GHOST
568,2,1444;2269,uu,1;2,1;2,1,-,0.584421,False,u,2269,1,2,2269,u,1,False,MATCH
725,4,1445;1493;2721;4672,uuuu,1;2;3;4,1;2;3;4,3,-,0.768632,False,u,4672,3,4,4672,u,1,False,MATCH
130,6,1447;1792;4566;4588;5958;7210,uuuuuu,1;2;3;4;5;6,1;2;3;4;5;6,5,-,0.922944,False,u,7210,5,6,7210,u,1,False,MATCH
907,9,1448;1852;2277;3010;5607;6237;6285;6684;7282,uuuuuuuuu,1;2;3;4;5;6;7;8;9,2;1;3;4;5;7;6;9;8,8,1;6;8,0.117105,True,u,7282,7,9,6684,u,1,True,STALE_WINS
1030,2,1449;5232,uu,1;2,1;2,1,-,0.261270,False,u,5232,1,2,5232,u,1,False,MATCH
494,4,1450;2554;6269;7030,uuuu,1;2;3;4,1;2;4;3,3,3,0.237576,True,u,7030,2,4,6269,u,1,True,STALE_WINS
628,12,1452;1550;1737;2306;2533;2829;4443;4842;4860;5275;5896;7307,uuuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11;12,1;2;3;4;5;7;6;8;9;10;11;12,11,6,0.628652,False,u,7307,11,12,7307,u,1,False,MATCH
699,4,1454;1851;2649;7386,uuud,1;2;3;4,1;2;4;3,3,3,0.205155,True,d,7386,2,4,2649,u,1,True,GHOST
305,8,1456;1866;3599;3639;4136;4818;4851;7293,uuuuuuuu,1;2;3;4;5;6;7;8,2;1;3;4;5;7;6;8,7,1;6,0.663630,False,u,7293,7,8,7293,u,1,False,MATCH
1086,3,1457;2226;6682,uuu,1;2;3,2;1;3,2,1,0.855723,False,u,6682,2,3,6682,u,1,False,MATCH
389,9,1458;2558;3666;3696;3833;5003;5721;6677;7220,uuuuuuuud,1;2;3;4;5;6;7;8;9,1;2;3;4;5;6;7;8;9,8,-,0.511202,False,d,7220,8,9,7220,d,0,False,MATCH
928,5,1459;1588;1935;2198;2873,uuuuu,1;2;3;4;5,1;2;3;4;5,4,-,0.739712,False,u,2873,4,5,2873,u,1,False,MATCH
31,1,1460,u,1,1,0,-,-,False,u,1460,0,1,1460,u,1,False,MATCH
74,4,1462;2489;3390;3937,uuud,1;2;3;4,1;2;3;4,3,-,0.565445,False,d,3937,3,4,3937,d,0,False,MATCH
649,3,1466;2270;5960,uud,1;2;3,1;3;2,2,2,0.182071,True,d,5960,1,3,2270,u,1,True,GHOST
758,5,1471;2432;3630;6003;6613,uuuud,1;2;3;4;5,1;3;4;2;5,4,2;3,0.809424,False,d,6613,4,5,6613,d,0,False,MATCH
331,5,1472;2518;2925;3087;5613,uuuuu,1;2;3;4;5,1;2;3;4;5,4,-,0.316686,False,u,5613,4,5,5613,u,1,False,MATCH
343,13,1473;1634;1772;2332;2838;3420;4606;5699;6324;6356;6473;6901;7319,uuuuuuuuuuuud,1;2;3;4;5;6;7;8;9;10;11;12;13,1;2;3;4;5;7;6;8;9;11;10;12;13,12,6;10,0.357822,False,d,7319,12,13,7319,d,0,False,MATCH
1215,10,1475;1543;1680;2984;4888;5487;6574;6790;6851;6968,cuuuuuuuud,1;2;3;4;5;6;7;8;9;10,1;3;2;4;6;5;7;9;8;10,9,2;5;8,0.893779,False,d,6968,9,10,6968,d,0,False,MATCH
1002,4,1476;1735;6042;6933,uuud,1;2;3;4,1;2;3;4,3,-,0.304273,False,d,6933,3,4,6933,d,0,False,MATCH
1242,3,1477;1612;5742,cuu,1;2;3,1;3;2,2,2,0.119316,True,u,5742,1,3,1612,u,1,True,STALE_WINS
1070,4,1480;3569;4958;6759,uuuu,1;2;3;4,1;2;3;4,3,-,0.478533,False,u,6759,3,4,6759,u,1,False,MATCH
874,9,1481;3151;3926;4791;4797;4995;5371;5499;5673,uuuuuuuuu,1;2;3;4;5;6;7;8;9,1;2;4;5;3;6;7;9;8,8,3;4;8,0.157884,True,u,5673,7,9,5499,u,1,True,STALE_WINS
990,7,1483;3057;3324;3648;5107;6327;6466,uuuuuud,1;2;3;4;5;6;7,2;1;3;4;6;5;7,6,1;5,0.578566,False,d,6466,6,7,6466,d,0,False,MATCH
325,4,1484;3547;4857;6117,uudc,1;2;3;4,2;1;4;3,3,1;3,0.118280,True,c,6117,2,4,4857,d,0,True,MISSING_CURRENT
1209,4,1485;5876;6717;7159,cuuu,1;2;3;4,1;2;3;4,3,-,0.583708,False,u,7159,3,4,7159,u,1,False,MATCH
696,9,1487;2707;3625;4191;4289;5101;5123;5702;6793,uuuuuuuuu,1;2;3;4;5;6;7;8;9,1;2;3;4;5;6;7;8;9,8,-,0.384696,False,u,6793,8,9,6793,u,1,False,MATCH
541,2,1489;2208,uu,1;2,1;2,1,-,0.810192,False,u,2208,1,2,2208,u,1,False,MATCH
1008,2,1490;6876,uu,1;2,1;2,1,-,0.668219,False,u,6876,1,2,6876,u,1,False,MATCH
225,1,1491,u,1,1,0,-,-,False,u,1491,0,1,1491,u,1,False,MATCH
1062,2,1492;1927,uu,1;2,1;2,1,-,0.252534,False,u,1927,1,2,1927,u,1,False,MATCH
582,4,1494;2238;3419;4187,uuud,1;2;3;4,1;3;4;2,3,2;3,0.152098,True,d,4187,2,4,3419,u,1,True,GHOST
569,13,1495;2152;2177;2606;2706;2986;3231;3400;4450;5324;6620;6765;7266,uuuuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11;12;13,1;2;4;5;3;6;7;8;9;10;12;11;13,12,3;4;11,0.429604,False,u,7266,12,13,7266,u,1,False,MATCH
668,17,1496;1587;1980;2153;2789;3075;3633;3912;4715;4774;4814;4933;5318;6428;6694;7157;7317,uuuuuuuuuuuuuuuuu,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,1;3;2;4;5;6;7;9;8;10;12;13;11;15;14;16;17,16,2;8;11;12;14,0.925220,False,u,7317,16,17,7317,u,1,False,MATCH
1163,6,1497;2086;2393;4763;5227;6899,uuuuuu,1;2;3;4;5;6,1;2;3;4;6;5,5,5,0.024739,True,u,6899,4,6,5227,u,1,True,STALE_WINS
366,3,1498;2436;3624,uuu,1;2;3,1;3;2,2,2,0.027966,True,u,3624,1,3,2436,u,1,True,STALE_WINS
662,4,1499;5082;6122;6898,uuuu,1;2;3;4,1;3;2;4,3,2,0.756396,False,u,6898,3,4,6898,u,1,False,MATCH
1233,5,1500;2121;3134;5677;6488,cuudc,1;2;3;4;5,1;2;3;4;5,4,-,0.735892,False,c,6488,4,5,6488,c,1,False,MATCH
660,4,1501;4372;6153;6165,uuuu,1;2;3;4,2;1;3;4,3,1,0.285101,False,u,6165,3,4,6165,u,1,False,MATCH
1042,3,1502;2865;3096,uuu,1;2;3,2;1;3,2,1,0.475614,False,u,3096,2,3,3096,u,1,False,MATCH
1018,5,1503;2408;5052;6801;7234,uuudc,1;2;3;4;5,1;2;4;3;5,4,3,0.426090,False,c,7234,4,5,7234,c,1,False,MATCH
80,7,1505;1522;1578;2990;3684;4523;6121,uuuuudc,1;2;3;4;5;6;7,1;3;2;4;5;6;7,6,2,0.768721,False,c,6121,6,7,6121,c,1,False,MATCH
724,8,1506;1624;1870;2524;2905;5692;7137;7302,uuuuuuuu,1;2;3;4;5;6;7;8,2;1;3;4;6;7;8;5,7,1;5;6;7,0.158311,True,u,7302,6,8,7137,u,1,True,STALE_WINS
731,9,1508;1732;3334;3435;3672;5718;6061;6944;7224,uuuuuuuuu,1;2;3;4;5;6;7;8;9,1;3;2;4;6;5;7;8;9,8,2;5,0.608504,False,u,7224,8,9,7224,u,1,False,MATCH
1017,1,1509,u,1,1,0,-,-,False,u,1509,0,1,1509,u,1,False,MATCH
1127,5,1510;2648;4082;4376;5963,uuudc,1;2;3;4;5,1;2;3;4;5,4,-,0.301304,False,c,5963,4,5,5963,c,1,False,MATCH
1122,10,1512;2165;2428;3014;3236;3771;4039;4135;4350;5521,uuuuuuuuud,1;2;3;4;5;6;7;8;9;10,1;2;3;4;5;6;8;7;9;10,9,7,0.788664,False,d,5521,9,10,5521,d,0,False,MATCH
429,5,1514;2550;3135;4607;5891,uuudc,1;2;3;4;5,1;2;3;4;5,4,-,0.611309,False,c,5891,4,5,5891,c,1,False,MATCH
